Country,Product,Import_Export,Quantity,Value,Date,Category,Port,Customs_Code,Weight,Shipping_Method,Supplier,Customer,Invoice_Number,Payment_Terms,Total_Value
Comoros,scientist,Import,5888,344.3,18-04-2024,Electronics,North Nicole,976033,170.86,Land,"Nguyen, Hernandez and Evans",Robin Adams,68240099,Cash on Delivery,2027238.0
United Arab Emirates,cultural,Import,9524,7790.53,03-06-2024,Electronics,Lydialand,975996,803.73,Land,Carr-Golden,Sandra Sanchez,76297942,Prepaid,74197008.0
Uzbekistan,study,Import,8537,415.17,02-05-2023,Machinery,Port Tiffanyborough,231220,2011.57,Air,Lewis-Calhoun,Stephanie Henderson,96927921,Prepaid,3544306.0
Fiji,lose,Import,5172,9295.07,14-02-2024,Furniture,Glennton,929719,564.29,Sea,Lewis-Gomez,Richard Chase,53370799,Net 60,48074102.0
Belgium,point,Import,3082,1330.57,21-08-2021,Electronics,New Mark,845010,831.03,Land,Hernandez-Williams,Dan Duke,31787783,Cash on Delivery,4100817.0
Egypt,she,Export,1261,309.39,01-12-2023,Clothing,Jenniferton,200721,694.55,Land,Patton-Haas,Gabriel Marquez,72904809,Net 30,390141.0
Somalia,and,Import,1569,6779.07,21-01-2021,Furniture,Dianehaven,994493,2998.06,Sea,Nelson-Vasquez,Ashley Richardson,28886449,Net 60,10636361.0
Kazakhstan,point,Export,159,6611.19,24-01-2023,Machinery,East Katie,695078,4793.03,Land,Austin Group,Michele Khan,83929688,Prepaid,1051179.0
Denmark,world,Export,2131,8516.92,12-10-2020,Furniture,South Abigail,406889,1583.78,Sea,"Larson, Bowman and Perry",Kylie Hill,1024095,Net 30,18149557.0
Cayman Islands,soon,Import,1912,4857.55,21-06-2023,Toys,Lake David,472583,2630.2,Air,"Hernandez, Burns and Wilson",Erin Graves,13057886,Net 60,9287636.0
Tunisia,recognize,Import,8766,5844.12,20-08-2022,Furniture,West Katherineshire,806092,208.94,Sea,Chapman LLC,Donna Smith,76353158,Prepaid,51229556.0
Dominica,letter,Import,1653,7754.8,18-09-2023,Clothing,Lake Cynthia,540283,2653.05,Sea,Garcia Inc,Alexandra Smith,35703640,Prepaid,12818684.0
Bahamas,want,Export,1979,7135.72,26-05-2023,Furniture,Adamsmouth,681232,4260.11,Sea,Jones-Scott,Fernando Davidson,86757322,Net 60,14121590.0
Martinique,face,Import,7006,6675.29,25-05-2023,Toys,Gilbertburgh,467150,4815.86,Land,Reid PLC,Denise Clark,16390289,Net 30,46767082.0
Costa Rica,small,Import,7923,4987.18,21-09-2019,Machinery,Harrisstad,484142,4327.88,Air,"Chavez, Morrison and Mcknight",Beth Chavez,54425442,Prepaid,39513427.0
Haiti,director,Export,3132,1372.07,13-03-2021,Machinery,Port Christopher,443255,3268.1,Land,Thomas-Chapman,Taylor Morales,97889878,Net 30,4297323.0
Peru,six,Export,8748,2512.19,22-10-2023,Clothing,Port Amanda,339832,2343.4,Sea,Jordan LLC,Andrew Green,73818376,Net 60,21976638.0
Uruguay,board,Export,8661,9301.0,05-02-2022,Toys,South Holly,315351,2122.04,Land,Cabrera Inc,Christine Brown,71101169,Prepaid,80555961.0
Gibraltar,argue,Export,1983,9661.58,20-01-2022,Electronics,Lake Vincent,517803,590.12,Air,Leach PLC,Tony Jones,47730247,Prepaid,19158913.0
Singapore,few,Export,2429,3350.05,05-08-2021,Electronics,North Desiree,735541,3796.34,Land,Anderson-Sanders,Amy Wilson,75384723,Prepaid,8137271.0
Malawi,professor,Export,9120,7657.36,22-07-2020,Clothing,New Kimberlyport,701267,4174.38,Air,Johnson Inc,Cynthia Brown,90254280,Net 60,69835123.0
Sweden,pattern,Export,4669,607.96,22-07-2022,Furniture,South Bethany,420884,3277.02,Sea,Thornton PLC,Nicholas Nelson,72633053,Prepaid,2838565.0
Aruba,assume,Export,5303,7579.86,07-08-2022,Electronics,Kingbury,186729,2101.68,Air,"Jackson, Osborn and Miller",Pamela Schroeder,90752919,Net 60,40195998.0
Taiwan,TRUE,Export,9717,2535.71,05-02-2024,Machinery,Lisahaven,927978,3437.72,Land,Lee-Bush,Kimberly Edwards,2347764,Net 30,24639494.0
United Kingdom,behind,Import,3714,8284.58,14-02-2020,Machinery,Sheilaton,977293,4159.47,Sea,"Ward, Torres and Obrien",James Moore,62935883,Prepaid,30768930.0
Saint Barthelemy,manage,Import,2422,2434.52,06-12-2022,Electronics,Acostaburgh,638780,1215.21,Sea,Richard-Wilson,Erica Parsons,45346584,Prepaid,5896407.0
Antigua and Barbuda,TRUE,Export,7129,8661.91,16-12-2021,Machinery,Lauraport,719752,3601.43,Air,Patel-Maxwell,Matthew Thompson,8214322,Prepaid,61750756.0
Oman,story,Import,728,7429.43,27-05-2022,Machinery,Mariahfort,485057,1408.95,Land,Miles-Jackson,Emma Williams PhD,55805302,Cash on Delivery,5408625.0
United Kingdom,fund,Import,7752,3845.28,07-02-2024,Clothing,West Steven,663894,4842.33,Air,"Larsen, Burke and Davis",Mitchell Bowen,58839116,Net 30,29808611.0
India,country,Export,3883,9774.57,16-07-2021,Toys,Alvarezport,491088,3807.15,Sea,Flores-Thomas,Heather Roach,13019325,Prepaid,37954655.0
British Virgin Islands,year,Export,2012,7663.45,26-02-2022,Furniture,Stevenberg,795637,864.37,Sea,Blankenship Group,Scott Brown,5816674,Prepaid,15418861.0
Senegal,daughter,Import,7921,4731.67,12-09-2020,Electronics,West Brian,772493,2425.01,Sea,Thomas LLC,Omar Silva,60629171,Prepaid,37479558.0
Bermuda,drop,Export,4413,716.23,14-09-2021,Furniture,Frenchbury,132386,1283.6,Sea,Hines and Sons,Tyler Bird,55051932,Cash on Delivery,3160723.0
Cocos (Keeling) Islands,record,Export,8578,4807.14,16-09-2022,Toys,Morenobury,351386,1187.95,Air,Burton Inc,Valerie Guzman,82553451,Net 60,41235647.0
Spain,pass,Export,4346,3285.46,17-02-2023,Furniture,Dyerport,866590,616.04,Air,Wallace Inc,Felicia Knox,67307318,Net 30,14278609.0
Andorra,statement,Import,5760,882.56,29-09-2023,Machinery,West Charleschester,325424,2453.61,Sea,Osborne-Allen,Travis Rush,18366456,Prepaid,5083546.0
North Macedonia,art,Export,7097,3645.68,03-02-2021,Clothing,Bradshawland,279949,4085.08,Air,"Ware, Valencia and Munoz",Alexander Jordan,73252567,Net 30,25873391.0
Swaziland,line,Export,5192,7526.29,10-03-2020,Electronics,Leahtown,449196,4226.13,Sea,Gonzalez-Lewis,Grant Harrison,98524934,Prepaid,39076498.0
Tanzania,want,Import,2341,853.05,27-04-2022,Furniture,East Nicholas,826954,4780.26,Air,"Miller, Craig and Evans",Kathleen Copeland,6803614,Cash on Delivery,1996990.0
Saint Barthelemy,air,Export,6882,6185.57,10-07-2021,Toys,West George,920881,449.18,Land,Hatfield-Johnson,Craig Charles,37260521,Net 30,42569093.0
Switzerland,forget,Import,2705,3305.21,07-01-2023,Clothing,Caitlinhaven,150531,4565.47,Air,Payne-Ramos,Michelle Kelley,21911633,Net 60,8940593.0
Iran,place,Export,879,140.7,02-11-2022,Clothing,Patrickshire,618850,4840.75,Sea,"Silva, Diaz and Mckee",Kristen Watts,19529400,Prepaid,123675.0
San Marino,cover,Import,8980,892.96,29-10-2019,Clothing,Parkerfurt,760566,4076.73,Sea,Brown-Bennett,Joel Hickman,65294401,Prepaid,8018781.0
Chile,visit,Export,1830,5808.48,12-02-2022,Toys,West Henrystad,899709,3795.27,Sea,"Black, Craig and Brown",Marcus Gordon,12625487,Prepaid,10629518.0
Russian Federation,city,Import,8736,4985.95,15-03-2024,Electronics,North Stephen,976106,4834.8,Land,Reyes and Sons,Samuel Stephenson,72225800,Net 60,43557259.0
Algeria,last,Import,8176,6255.67,15-11-2022,Clothing,West Alex,526163,4904.29,Land,"Cox, Garcia and Thomas",Megan King,64153750,Cash on Delivery,51146358.0
Grenada,success,Export,5808,371.8,30-11-2019,Toys,East Margaretview,670715,3998.48,Sea,Singleton-Austin,Charles Stewart,18423756,Cash on Delivery,2159414.0
Wallis and Futuna,foreign,Export,7580,2608.23,26-06-2020,Toys,Ortizstad,395248,2707.78,Air,"Byrd, Juarez and Nelson",Jane Kaiser,26729433,Cash on Delivery,19770383.0
Belgium,career,Import,5033,8222.65,04-08-2024,Electronics,Valdezchester,937088,1868.46,Land,Washington-Henry,Stephanie Dunn,29055576,Net 30,41384597.0
Vanuatu,southern,Export,933,8438.93,09-12-2023,Toys,Mannport,797319,3915.56,Land,Brown PLC,Maria Frost,64993370,Net 30,7873522.0
Niue,song,Import,305,6213.91,21-11-2020,Clothing,Camachoville,610887,2247.94,Air,Hughes-Coleman,Lydia Smith,69363347,Cash on Delivery,1895243.0
Palestinian Territory,even,Export,4059,8073.92,01-05-2023,Clothing,Mariaborough,104049,758.94,Sea,"Hubbard, Allen and Dunn",Richard Peters,70945087,Net 60,32772041.0
Samoa,strong,Import,2887,5776.35,01-12-2022,Toys,Robinsonton,945212,588.15,Air,"Cooper, Hurst and Freeman",David Griffin,85491876,Net 60,16676322.0
San Marino,event,Export,1924,2375.84,10-10-2022,Machinery,Joshuafurt,460127,4639.71,Land,Romero-Bowen,Rhonda Johnson,41611300,Prepaid,4571116.0
Kenya,about,Import,6693,1680.18,05-07-2024,Furniture,Robertfort,578297,392.96,Air,Johnson-Harrison,Tara Reed,4986590,Prepaid,11245445.0
Brazil,Congress,Import,7051,3161.77,19-09-2023,Furniture,North Jamie,328501,2052.68,Air,Holloway and Sons,William Barnes,81716610,Cash on Delivery,22293640.0
Angola,blue,Import,458,2686.09,20-05-2022,Machinery,Port Kathrynberg,713649,2852.08,Sea,Chan-Richardson,Jeremiah Novak,57491255,Net 30,1230229.0
Tajikistan,market,Export,1376,1937.24,04-05-2021,Clothing,Valeriemouth,512052,3467.8,Land,Robles-Montgomery,Denise Sanchez,88271176,Net 30,2665642.0
Hungary,would,Export,9412,8040.15,17-12-2019,Toys,Aaronmouth,270147,1479.93,Land,Wilson-Hall,Mrs. Linda Tran,34120031,Prepaid,75673892.0
Seychelles,everybody,Export,473,3006.31,23-11-2020,Furniture,East Paul,306655,2186.25,Land,Garcia-Welch,Samantha Richardson,967414,Net 30,1421985.0
French Guiana,doctor,Import,1437,4786.73,26-08-2024,Furniture,Johnsonstad,400033,266.03,Air,"Gutierrez, Elliott and Riley",Jose Oneal,92658489,Net 30,6878531.0
Senegal,arm,Import,9120,2378.66,13-12-2022,Toys,Port Michael,874135,2190.97,Sea,Green LLC,Morgan Dean,80757092,Net 60,21693379.0
Somalia,ask,Import,2063,9378.66,08-08-2020,Electronics,East Alice,702711,4588.19,Sea,"Howard, Rivera and Gonzalez",Yolanda Morrison,60578643,Net 30,19348176.0
Russian Federation,allow,Export,2513,5276.61,27-02-2022,Toys,West Jonathonmouth,766581,6.33,Sea,Morgan Inc,Robert Arroyo,50595625,Net 60,13260121.0
Uganda,arm,Export,5290,9030.69,13-10-2019,Electronics,Susanmouth,675053,1876.03,Land,Roberts-Dunlap,Matthew Harrell,7097793,Cash on Delivery,47772350.0
Taiwan,medical,Export,8574,5143.97,28-12-2019,Electronics,Mooreside,687282,3243.53,Land,"Russell, Rivera and Hart",Amanda Garza,31080139,Cash on Delivery,44104399.0
Austria,soldier,Import,4501,7867.06,02-03-2022,Electronics,Lake Andreamouth,518214,1680.84,Land,Adams Group,Donna Landry,16205236,Prepaid,35409637.0
Vietnam,concern,Export,5046,6157.0,18-12-2019,Toys,Marieview,465626,617.42,Air,Eaton-Lynn,Tyler Cooke,98815130,Prepaid,31068222.0
Papua New Guinea,tend,Import,6404,1435.24,04-04-2021,Toys,Port Stefanieberg,770259,543.22,Land,Berry Inc,Adam Arroyo,66906475,Prepaid,9191277.0
Montserrat,best,Export,4980,8287.8,17-09-2019,Furniture,Angelaville,155112,1287.53,Air,"Oliver, Hernandez and Murray",Katrina Cain,90552403,Prepaid,41273244.0
Portugal,mission,Export,8735,8676.44,03-11-2020,Furniture,North James,950834,2682.67,Air,Cobb-Lindsey,Bobby Miller,87662090,Prepaid,75788703.0
Marshall Islands,ok,Import,5293,5087.21,18-11-2021,Furniture,Figueroaberg,893745,753.36,Air,Lewis-Key,Robert Oconnor,88652739,Prepaid,26926603.0
Mexico,society,Export,5714,8586.59,18-10-2021,Clothing,Hernandezmouth,159532,4137.14,Land,Davidson-Bridges,Timothy Allen,9573988,Net 60,49063775.0
Christmas Island,two,Import,2067,1084.64,20-05-2020,Toys,Williamsview,210332,2230.4,Air,Peterson-Walsh,James Edwards,24865956,Net 60,2241951.0
United States of America,trade,Export,5279,6493.24,04-07-2021,Toys,Thompsonton,969937,4330.72,Sea,Watson Group,Darius Walters,2130229,Net 60,34277814.0
Costa Rica,bad,Import,5454,2057.0,09-04-2023,Furniture,Wrightshire,668875,3537.54,Land,Meyers-Miles,Tara Garza,8707110,Net 30,11218878.0
Cocos (Keeling) Islands,same,Export,1898,9319.03,09-08-2023,Clothing,Campostown,537619,772.44,Air,"Rivera, Jones and Washington",Jenna Jones,5224061,Net 30,17687519.0
South Georgia and the South Sandwich Islands,top,Export,5528,5425.89,20-09-2019,Electronics,Freyside,257206,1792.09,Sea,Cruz Ltd,Benjamin Thomas,28978354,Prepaid,29994320.0
Paraguay,here,Export,4736,2879.08,27-10-2020,Toys,New Kayla,546963,836.91,Air,Wilson Ltd,Whitney Johnson,4753990,Cash on Delivery,13635323.0
Guyana,wrong,Export,805,3396.21,24-04-2022,Machinery,Tuckerchester,501083,462.92,Sea,Taylor-Saunders,Mario Cruz,65396127,Net 60,2733949.0
Portugal,behind,Export,7908,6528.41,11-07-2020,Toys,North Davidside,226377,2658.26,Air,"Banks, Gibson and Gallagher",Derek West,38409810,Prepaid,51626666.0
Hong Kong,serious,Import,9261,3855.01,14-09-2020,Furniture,Lake Noah,473090,928.26,Air,"Berry, Fox and Rodriguez",Kathy Robinson,83032891,Cash on Delivery,35701248.0
Israel,her,Export,8462,738.83,01-02-2020,Clothing,Morganview,287070,4985.85,Land,"Williams, Williams and Chan",Abigail English,90964640,Net 30,6251979.0
Solomon Islands,strong,Export,5184,5693.66,23-09-2021,Clothing,New Jonathanborough,715143,1268.18,Sea,Peters LLC,Pam Galloway,8969405,Cash on Delivery,29515933.0
Ukraine,thank,Import,4464,4938.91,02-05-2020,Electronics,Lake Renee,299602,180.42,Sea,Perez Inc,Mallory Ford MD,34009563,Net 30,22047294.0
Gambia,truth,Export,7939,8897.18,17-08-2020,Furniture,New Sonia,819454,1383.08,Land,Osborne-Rivera,Jamie Crane,56566767,Net 30,70634712.0
Chile,church,Export,2387,9297.18,23-08-2022,Clothing,Davisview,563587,1077.16,Air,"Harvey, Rodriguez and Hogan",Isaac Cunningham,25230979,Net 60,22192369.0
Liechtenstein,here,Import,2060,8212.13,26-04-2023,Clothing,Port Elizabethview,359072,1052.11,Air,"Maynard, Lopez and Torres",Lisa Tucker,9005060,Cash on Delivery,16916988.0
China,chance,Export,9081,3442.96,24-10-2020,Electronics,Peterchester,633393,824.8,Land,"Lynn, Bauer and Ochoa",Tyler Jones,81568985,Net 30,31265520.0
Bermuda,owner,Export,278,5160.16,23-10-2021,Clothing,North Denise,326947,4358.66,Air,"King, Dixon and Paul",Charles Brown,35378605,Prepaid,1434524.0
Aruba,series,Import,2999,4005.51,26-11-2019,Electronics,South Jefferyview,610995,2865.41,Air,Parker-Decker,Jeremy Morgan,84717763,Cash on Delivery,12012524.0
El Salvador,network,Import,930,7380.19,12-04-2021,Toys,Frankmouth,257922,3068.52,Air,Harris Group,Miranda Garza,46752076,Cash on Delivery,6863577.0
Belgium,claim,Import,5664,3788.85,16-12-2019,Machinery,Mariamouth,150537,3907.78,Land,"Lee, Velasquez and Wilson",Tyler Griffin,71288432,Net 60,21460046.0
Philippines,probably,Import,8942,219.92,06-06-2020,Electronics,New Sabrinaton,768056,3553.52,Land,"Rodriguez, Brown and Mendoza",Evan Johnson,32030433,Prepaid,1966525.0
Benin,bad,Export,5585,9027.74,05-03-2023,Electronics,New Frank,560039,3526.06,Sea,Howard-Carter,Tyler Young,81252655,Prepaid,50419928.0
Montenegro,ready,Import,491,9101.61,29-07-2022,Electronics,Williamsstad,219185,4600.28,Sea,Stewart-Marshall,Tonya Galvan,17396362,Prepaid,4468891.0
Nauru,any,Export,3316,5803.68,25-03-2023,Machinery,Thomasland,839540,2043.41,Sea,Dunn Ltd,Joann Wells,45412619,Net 60,19245003.0
Saint Kitts and Nevis,anything,Export,5358,7527.15,20-10-2019,Electronics,Samanthaview,364478,4910.47,Land,"Perry, Hall and King",Lisa Roach,64491791,Net 30,40330470.0
Faroe Islands,believe,Export,1086,5480.66,19-10-2022,Electronics,Michelebury,302896,1697.85,Air,Hernandez and Sons,Tracy Lopez,59267505,Net 30,5951997.0
Burkina Faso,ground,Export,5602,1168.67,10-04-2024,Furniture,Adamsville,660877,3018.32,Sea,"Sims, Sanford and Bush",Mary Flynn,18749087,Net 30,6546889.0
North Macedonia,skin,Export,7293,4446.21,21-09-2019,Toys,New Krystal,836264,383.46,Sea,Jenkins-Brown,Tammy Ford,8452243,Prepaid,32426210.0
Austria,several,Import,8945,750.31,17-03-2024,Machinery,East Sherryberg,713931,617.33,Air,"Atkins, Johnson and Valentine",Denise Baker,31169741,Prepaid,6711523.0
Croatia,himself,Import,5680,2853.27,12-06-2021,Furniture,Curtisburgh,963360,954.87,Sea,Lopez-Martin,Brian Price,94637858,Net 60,16206574.0
Timor-Leste,laugh,Import,8806,2976.68,19-11-2019,Clothing,New Charles,696466,2973.8,Air,"Thompson, Quinn and Thompson",Kathleen Haley,92010976,Net 30,26212644.0
United Kingdom,out,Export,8069,8746.44,22-01-2024,Furniture,New Kim,181863,4695.06,Air,"Brown, Bryan and Craig",Brian Perkins,16129947,Prepaid,70575024.0
United States of America,individual,Export,8165,2054.09,02-03-2023,Machinery,North Derekchester,248490,3041.92,Sea,Martinez Group,Elizabeth Deleon,18482780,Net 30,16771645.0
Bouvet Island (Bouvetoya),only,Export,5124,1226.46,01-03-2021,Machinery,Port Stacytown,230640,802.08,Air,Taylor-Hoffman,April Reyes,90729448,Net 30,6284381.0
United States Virgin Islands,we,Import,4789,2084.0,03-08-2022,Machinery,Port Valerieview,574421,1342.84,Land,Hernandez-Garcia,Brittney Rogers,25164399,Net 60,9980276.0
New Caledonia,huge,Export,3285,814.19,13-05-2021,Electronics,Tommyville,165341,3060.84,Sea,"Avila, King and Robinson",Ryan Ortega,78346708,Net 60,2674614.0
Palestinian Territory,word,Import,1389,2597.84,25-03-2020,Furniture,West Codyville,261360,3032.63,Sea,Morgan-Lee,Christine Barajas,40725797,Prepaid,3608400.0
India,three,Import,9359,5480.2,30-08-2020,Machinery,North Andrea,134051,4697.57,Air,Medina Group,Rebecca Khan,26352744,Prepaid,51289192.0
Congo,gas,Import,7910,4040.21,28-05-2020,Furniture,Margaretville,347618,655.93,Sea,Garcia Inc,Marc Dodson,98874325,Net 60,31958061.0
Russian Federation,want,Export,4190,6495.44,13-12-2019,Clothing,Laurenville,726006,900.02,Air,Duke-Silva,Jordan Miles,62096765,Cash on Delivery,27215894.0
Congo,so,Import,1454,2260.55,02-03-2020,Clothing,Francobury,248618,4061.76,Land,Austin Group,James Simon,90227948,Net 30,3286840.0
Kuwait,with,Export,4436,9025.29,24-10-2020,Electronics,Jonathanton,151250,4839.15,Air,Washington LLC,Sean Aguirre,57163031,Net 60,40036186.0
Philippines,box,Export,8262,650.07,17-07-2020,Toys,South Johnside,141128,438.01,Sea,King-Carpenter,Michelle Fisher,47499871,Net 30,5370878.0
Albania,generation,Export,1232,6353.2,26-02-2022,Furniture,Lake Larryside,243645,3769.29,Sea,Farrell-Martin,Jeffrey Smith,81010308,Prepaid,7827142.0
Sri Lanka,available,Export,488,5233.99,09-07-2023,Toys,Ellisonhaven,945517,1860.27,Land,"Harrison, Phillips and Reed",Tina Rivera,36708600,Prepaid,2554187.0
Hungary,address,Import,6250,1664.12,02-01-2024,Toys,Martinezport,113546,2106.23,Sea,Hansen-Anderson,Vicki Crawford,14725895,Net 60,10400750.0
Norfolk Island,dream,Export,7608,9092.42,28-10-2023,Electronics,Jasonborough,286859,1268.52,Air,"Kennedy, Cardenas and Jones",Alicia Blackwell,96806120,Net 30,69175131.0
Cuba,challenge,Export,3161,5794.21,08-02-2021,Clothing,Jackshire,627073,4447.89,Land,Hunt LLC,Holly Gilbert,34626129,Cash on Delivery,18315498.0
Austria,car,Import,5851,7522.27,01-01-2022,Clothing,Lake Nicholasbury,442558,3611.75,Land,Macdonald Group,Kimberly Mccoy,15237194,Cash on Delivery,44012802.0
Mauritius,easy,Export,6497,3980.06,25-02-2021,Clothing,New Stephen,899945,1573.05,Land,"Williams, Frost and Pena",Lisa Powell,65693072,Prepaid,25858450.0
Gambia,floor,Export,2438,3491.58,28-05-2023,Furniture,Abbottchester,939500,4677.48,Land,Rogers PLC,Meghan Thornton,87885932,Net 30,8512472.0
Azerbaijan,mind,Export,4289,1058.87,16-01-2021,Clothing,Lake Joeberg,410698,938.53,Air,"Jones, Brown and Ford",Dr. Erica Crawford,3285341,Cash on Delivery,4541493.0
Senegal,writer,Export,7473,9511.64,23-08-2023,Clothing,Jonathanmouth,491894,4639.12,Sea,Thomas LLC,Janice Estrada,85427374,Net 60,71080486.0
Burkina Faso,edge,Import,1033,5479.8,15-05-2024,Clothing,Murphyberg,687333,66.02,Sea,Foley Inc,Jason Bass,89581850,Prepaid,5660633.0
Burkina Faso,behind,Import,3850,9676.38,30-04-2022,Clothing,Millerchester,593982,3850.06,Land,Brown Inc,Brian Campbell,8856814,Cash on Delivery,37254063.0
China,direction,Export,2022,1962.14,01-10-2019,Toys,Lake Nicoleland,754117,2582.2,Land,Brooks-Diaz,Sharon Jacobson,28360437,Net 60,3967447.0
Cambodia,enter,Import,8566,228.17,27-02-2023,Machinery,South Christopher,894171,4063.44,Sea,Jackson and Sons,Mr. David Romero,9706526,Prepaid,1954504.0
Jamaica,event,Import,270,423.47,22-09-2019,Machinery,Port Raymond,369308,1085.61,Air,Phillips PLC,Crystal Miller,75625355,Cash on Delivery,114337.0
Slovakia (Slovak Republic),fact,Import,9931,714.55,25-06-2022,Clothing,Silvastad,297381,4423.49,Sea,Lewis Inc,Stephanie Jackson,69117330,Prepaid,7096196.0
Burundi,happen,Export,2687,4261.39,11-12-2022,Electronics,West Danielport,735094,2331.13,Sea,"Harris, Rivers and Anderson",Frank Williams,85189899,Prepaid,11450355.0
Saudi Arabia,fall,Import,9777,4404.5,22-02-2023,Clothing,Danielton,989282,925.14,Land,Haas-Paul,Stephanie Oconnor,83090003,Prepaid,43062796.0
Palau,rest,Import,9822,5350.62,09-12-2022,Machinery,North Thomasshire,719988,3210.11,Air,"Hill, Morgan and Holt",Jessica Sanders,57387867,Net 30,52553790.0
Malawi,expert,Import,4608,6450.86,19-01-2023,Machinery,Irwinside,780256,801.5,Sea,Dominguez and Sons,Jesse Smith,64272611,Net 60,29725563.0
